species_id,aou,english_common_name,sporder,family,genus,species,mass,sd,sex,subspecies,location,name_mismatch,name_notes,not_in_dunning,close_genus,close_species,close_subspecies,close_species_notes
1276,5870,Eastern Towhee,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,41.3,2.4,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1279,5800,Rufous-crowned Sparrow,Passeriformes,Passerellidae,Aimophila,ruficeps,18.1,1.3,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,5800,Rufous-crowned Sparrow,Passeriformes,Passerellidae,Aimophila,ruficeps,19.3,1.5,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,5910,Canyon Towhee,Passeriformes,Passerellidae,Melozone,fusca,44.4,3.2,NA,NA,"Arizona, USA",1,Pipilo fuscus,NA,NA,NA,NA,NA
1286,5911,California Towhee,Passeriformes,Passerellidae,Melozone,crissalis,51.8,NA,f,crissalis,"California, USA",1,Pipilo crissalis crissalis,NA,NA,NA,NA,NA
1286,5911,California Towhee,Passeriformes,Passerellidae,Melozone,crissalis,53.9,NA,m,crissalis,"California, USA",1,Pipilo crissalis crissalis,NA,NA,NA,NA,NA
1287,5920,Abert's Towhee,Passeriformes,Passerellidae,Melozone,aberti,44.8,2.9,f,NA,"Arizona, USA",1,Pipilo aberti,NA,NA,NA,NA,NA
1287,5920,Abert's Towhee,Passeriformes,Passerellidae,Melozone,aberti,47.1,3.3,m,NA,"Arizona, USA",1,Pipilo aberti,NA,NA,NA,NA,NA
1289,5790,Rufous-winged Sparrow,Passeriformes,Passerellidae,Peucaea,carpalis,15.3,1,NA,NA,"Arizona, USA",1,Aimophila carpalis,NA,NA,NA,NA,NA
1293,5760,Botteri's Sparrow,Passeriformes,Passerellidae,Peucaea,botterii,19.9,1.9,NA,NA,"Arizona, USA",1,Aimophila botterii,NA,NA,NA,NA,NA
1294,5780,Cassin's Sparrow,Passeriformes,Passerellidae,Peucaea,cassinii,18.9,1.5,NA,NA,"Arizona, USA",1,Aimophila cassinii,NA,NA,NA,NA,NA
1295,5750,Bachman's Sparrow,Passeriformes,Passerellidae,Peucaea,aestivalis,18.4,2.2,NA,NA,"South Carolina, USA",1,Aimophila aestivalis,NA,NA,NA,NA,NA
1295,5750,Bachman's Sparrow,Passeriformes,Passerellidae,Peucaea,aestivalis,20.8,5.2,NA,NA,"Arkansas, USA",1,Aimophila aestivalis,NA,NA,NA,NA,NA
1297,5590,American Tree Sparrow,Passeriformes,Passerellidae,Spizelloides,arborea,17.1,1.8,f,NA,Canada,1,Spizella arborea,NA,NA,NA,NA,NA
1297,5590,American Tree Sparrow,Passeriformes,Passerellidae,Spizelloides,arborea,18.6,2,m,NA,Canada,1,Spizella arborea,NA,NA,NA,NA,NA
1298,5600,Chipping Sparrow,Passeriformes,Passerellidae,Spizella,passerina,12.2,0.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1299,5610,Clay-colored Sparrow,Passeriformes,Passerellidae,Spizella,pallida,11.2,1.1,NA,NA,"Minnesota, USA",NA,NA,NA,NA,NA,NA,NA
1300,5620,Brewer's Sparrow,Passeriformes,Passerellidae,Spizella,breweri,10.9,0.7,NA,NA,"Idaho, USA",NA,NA,NA,NA,NA,NA,NA
1301,5630,Field Sparrow,Passeriformes,Passerellidae,Spizella,pusilla,12.5,0.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1303,5650,Black-chinned Sparrow,Passeriformes,Passerellidae,Spizella,atrogularis,11.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,5400,Vesper Sparrow,Passeriformes,Passerellidae,Pooecetes,gramineus,24.9,NA,f,NA,"Michigan, USA",NA,NA,NA,NA,NA,NA,NA
1304,5400,Vesper Sparrow,Passeriformes,Passerellidae,Pooecetes,gramineus,26.5,NA,m,NA,"Michigan, USA",NA,NA,NA,NA,NA,NA,NA
1305,5520,Lark Sparrow,Passeriformes,Passerellidae,Chondestes,grammacus,29,1.9,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1307,5730,Black-throated Sparrow,Passeriformes,Passerellidae,Amphispiza,bilineata,13.5,1.2,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1308,NA,Sagebrush Sparrow,Passeriformes,Passerellidae,Amphispiza,belli,15,NA,NA,belli,"California, USA",NA,NA,NA,NA,NA,NA,NA
1308,NA,Sagebrush Sparrow,Passeriformes,Passerellidae,Amphispiza,belli,17.7,0.3,f,nevadensis,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1308,NA,Sagebrush Sparrow,Passeriformes,Passerellidae,Amphispiza,belli,18.5,0.2,m,nevadensis,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1308,5738,Sagebrush Sparrow,Passeriformes,Passerellidae,Artemisiospiza,nevadensis,NA,NA,NA,NA,NA,NA,NA,1,Amphispiza,belli,nevadensis,"Split in 2013: Belli & nevadensis previously one species called ""sage sparrow"""
1309,5739,Bell's Sparrow,Passeriformes,Passerellidae,Artemisiospiza,belli,NA,NA,NA,NA,NA,NA,NA,1,Amphispiza,belli,belli,"Split in 2013: Belli & nevadensis previously one species called ""sage sparrow"""
1311,6050,Lark Bunting,Passeriformes,Passerellidae,Calamospiza,melanocorys,37.6,3.7,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1312,5420,Savannah Sparrow,Passeriformes,Passerellidae,Passerculus,sandwichensis,17,0.8,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1312,5420,Savannah Sparrow,Passeriformes,Passerellidae,Passerculus,sandwichensis,17.1,1.6,f,oblitus,"Minnesota, USA",NA,NA,NA,NA,NA,NA,NA
1312,5420,Savannah Sparrow,Passeriformes,Passerellidae,Passerculus,sandwichensis,18,1.4,m,oblitus,"Minnesota, USA",NA,NA,NA,NA,NA,NA,NA
1312,5420,Savannah Sparrow,Passeriformes,Passerellidae,Passerculus,sandwichensis,19.5,2.3,f,NA,"Manitoba, Canada",NA,NA,NA,NA,NA,NA,NA
1312,5420,Savannah Sparrow,Passeriformes,Passerellidae,Passerculus,sandwichensis,20.4,0.8,m,beldingi,"Baja California Norte, Mexico",NA,NA,NA,NA,NA,NA,NA
1312,5420,Savannah Sparrow,Passeriformes,Passerellidae,Passerculus,sandwichensis,20.6,1.4,m,NA,"Manitoba, Canada",NA,NA,NA,NA,NA,NA,NA
1312,5420,Savannah Sparrow,Passeriformes,Passerellidae,Passerculus,sandwichensis,22.7,1.1,m,atratus,"Sonora, Mexico",NA,NA,NA,NA,NA,NA,NA
1312,5420,Savannah Sparrow,Passeriformes,Passerellidae,Passerculus,sandwichensis,26,NA,NA,princeps,"Sable Is., Canada",NA,NA,NA,NA,NA,NA,NA
1313,5460,Grasshopper Sparrow,Passeriformes,Passerellidae,Ammodramus,savannarum,17,2.8,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1313,5460,Grasshopper Sparrow,Passeriformes,Passerellidae,Ammodramus,savannarum,17.2,1,m,floridanus,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1313,5460,Grasshopper Sparrow,Passeriformes,Passerellidae,Ammodramus,savannarum,17.9,NA,NA,pratensis,"Connecticut, USA",NA,NA,NA,NA,NA,NA,NA
1313,5460,Grasshopper Sparrow,Passeriformes,Passerellidae,Ammodramus,savannarum,18.4,NA,f,floridanus,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1314,5450,Baird's Sparrow,Passeriformes,Passerellidae,Centronyx,bairdii,17.5,1.4,NA,NA,"Arizona, USA",1,Ammodramus bairdii,NA,NA,NA,NA,NA
1314,5450,Baird's Sparrow,Passeriformes,Passerellidae,Centronyx,bairdii,17.8,NA,f,NA,"Saskatchewan, Canada",1,Ammodramus bairdii,NA,NA,NA,NA,NA
1314,5450,Baird's Sparrow,Passeriformes,Passerellidae,Centronyx,bairdii,18.9,NA,m,NA,"Saskatchewan, Canada",1,Ammodramus bairdii,NA,NA,NA,NA,NA
1315,5470,Henslow's Sparrow,Passeriformes,Passerellidae,Centronyx,henslowii,12.8,NA,NA,NA,NA,1,Ammodramus henslowii,NA,NA,NA,NA,NA
1316,5480,LeConte's Sparrow,Passeriformes,Passerellidae,Ammospiza,leconteii,13,1.2,NA,NA,"Minnesota, USA",1,Ammodramus lecontei,NA,NA,NA,NA,NA
1317,5500,Seaside Sparrow,Passeriformes,Passerellidae,Ammospiza,maritima,19.8,1.1,f,peninsulae,"Florida, USA",1,Ammodramus maritimus peninsulae,NA,NA,NA,NA,NA
1317,5500,Seaside Sparrow,Passeriformes,Passerellidae,Ammospiza,maritima,22.2,1.7,f,maritimus,"New York, USA",1,Ammodramus maritimus maritimus,NA,NA,NA,NA,NA
1317,5500,Seaside Sparrow,Passeriformes,Passerellidae,Ammospiza,maritima,22.6,1.4,m,peninsulae,"Florida, USA",1,Ammodramus maritimus peninsulae,NA,NA,NA,NA,NA
1317,5500,Seaside Sparrow,Passeriformes,Passerellidae,Ammospiza,maritima,24.3,1.4,m,maritimus,"New York, USA",1,Ammodramus maritimus maritimus,NA,NA,NA,NA,NA
1318,5491,Nelson's Sparrow,Passeriformes,Passerellidae,Ammospiza,nelsoni,13.9,NA,f,NA,"North Dakota, USA",1,Ammodramus nelsoni,NA,NA,NA,NA,NA
1318,5491,Nelson's Sparrow,Passeriformes,Passerellidae,Ammospiza,nelsoni,14.8,0.8,m,NA,"North Dakota, USA",1,Ammodramus nelsoni,NA,NA,NA,NA,NA
1318,5491,Nelson's Sparrow,Passeriformes,Passerellidae,Ammospiza,nelsoni,16.8,NA,NA,NA,"Ontario, Canada",1,Ammodramus nelsoni,NA,NA,NA,NA,NA
1319,5490,Saltmarsh Sparrow,Passeriformes,Passerellidae,Ammospiza,caudacuta,17.8,NA,f,NA,"New Jersey, USA",1,Ammodramus caudacutus,NA,NA,NA,NA,NA
1319,5490,Saltmarsh Sparrow,Passeriformes,Passerellidae,Ammospiza,caudacuta,20.7,NA,m,NA,"New Jersey, USA",1,Ammodramus caudacutus,NA,NA,NA,NA,NA
1321,5850,Fox Sparrow,Passeriformes,Passerellidae,Passerella,iliaca,30.4,NA,NA,schistacea,NA,NA,NA,NA,NA,NA,NA,NA
1321,5850,Fox Sparrow,Passeriformes,Passerellidae,Passerella,iliaca,32.3,NA,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1321,5850,Fox Sparrow,Passeriformes,Passerellidae,Passerella,iliaca,32.5,NA,NA,megarhyncha,NA,NA,NA,NA,NA,NA,NA,NA
1321,5850,Fox Sparrow,Passeriformes,Passerellidae,Passerella,iliaca,35.3,2.1,NA,iliaca,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1321,5850,Fox Sparrow,Passeriformes,Passerellidae,Passerella,iliaca,36.1,NA,NA,unalaschensis,NA,NA,NA,NA,NA,NA,NA,NA
1322,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza,melodia,18.6,0.8,NA,pusillula,"California, USA",NA,NA,NA,NA,NA,NA,NA
1322,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza,melodia,18.8,1.2,NA,samuelis,"California, USA",NA,NA,NA,NA,NA,NA,NA
1322,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza,melodia,19.5,1.3,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1322,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza,melodia,20,0.9,NA,gouldii,"California, USA",NA,NA,NA,NA,NA,NA,NA
1322,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza,melodia,20.5,1.1,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1322,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza,melodia,20.8,0.9,NA,maxillaris,"California, USA",NA,NA,NA,NA,NA,NA,NA
1322,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza,melodia,21.6,NA,NA,micronyx,"California, USA; calculated",NA,NA,NA,NA,NA,NA,NA
1322,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza,melodia,42.4,NA,NA,maxima,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA
1323,5830,Lincoln's Sparrow,Passeriformes,Passerellidae,Melospiza,lincolnii,16.6,1.2,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1324,5840,Swamp Sparrow,Passeriformes,Passerellidae,Melospiza,georgiana,16.1,1.2,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1326,5580,White-throated Sparrow,Passeriformes,Passerellidae,Zonotrichia,albicollis,24.4,1.7,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1327,5530,Harris's Sparrow,Passeriformes,Passerellidae,Zonotrichia,querula,33.7,2.2,f,NA,"Northwest Terr., Canada",NA,NA,NA,NA,NA,NA,NA
1327,5530,Harris's Sparrow,Passeriformes,Passerellidae,Zonotrichia,querula,37.4,2,m,NA,"Northwest Terr., Canada",NA,NA,NA,NA,NA,NA,NA
1328,5540,White-crowned Sparrow,Passeriformes,Passerellidae,Zonotrichia,leucophrys,25.3,1.8,NA,pugetensis,"California, USA",NA,NA,NA,NA,NA,NA,NA
1328,5540,White-crowned Sparrow,Passeriformes,Passerellidae,Zonotrichia,leucophrys,25.5,1.7,NA,gambelii,"California, USA",NA,NA,NA,NA,NA,NA,NA
1328,5540,White-crowned Sparrow,Passeriformes,Passerellidae,Zonotrichia,leucophrys,28.4,1.9,NA,oriantha,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA
1328,5540,White-crowned Sparrow,Passeriformes,Passerellidae,Zonotrichia,leucophrys,29.4,1,NA,leucophrys,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1328,5540,White-crowned Sparrow,Passeriformes,Passerellidae,Zonotrichia,leucophrys,32,2.2,NA,nuttalli,"California, USA",NA,NA,NA,NA,NA,NA,NA
1329,5570,Golden-crowned Sparrow,Passeriformes,Passerellidae,Zonotrichia,atricapilla,31.7,2.2,m,NA,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA
1329,5570,Golden-crowned Sparrow,Passeriformes,Passerellidae,Zonotrichia,atricapilla,32.3,0.9,f,NA,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,17.5,0.9,f,cismontanus,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,17.9,1,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,18.2,1.3,NA,mearnsi,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,19,1,m,cismontanus,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,19.3,1,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,19.6,1.1,NA,caniceps,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,20.8,NA,NA,carolinensis,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,21.8,1.4,NA,dorsalis,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1335,5677,(unid. race) Dark-eyed Junco,Passeriformes,Passerellidae,Junco,hyemalis,22,NA,m,aikeni,NA,NA,NA,NA,NA,NA,NA,NA
1337,5700,Yellow-eyed Junco,Passeriformes,Passerellidae,Junco,phaeonotus,20.4,1.1,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1341,6830,Yellow-breasted Chat,Passeriformes,Icteriidae,Icteria,virens,24.4,0.9,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1341,6830,Yellow-breasted Chat,Passeriformes,Icteriidae,Icteria,virens,25.4,1.1,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1342,4970,Yellow-headed Blackbird,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,49.3,4,f,NA,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA
1342,4970,Yellow-headed Blackbird,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,79.7,NA,m,NA,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA
1343,4940,Bobolink,Passeriformes,Icteridae,Dolichonyx,oryzivorus,29.2,2.1,f,NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA
1343,4940,Bobolink,Passeriformes,Icteridae,Dolichonyx,oryzivorus,33.9,2.1,m,NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA
1344,5010,Eastern Meadowlark,Passeriformes,Icteridae,Sturnella,magna,76,NA,f,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1344,5010,Eastern Meadowlark,Passeriformes,Icteridae,Sturnella,magna,77.5,NA,f,alticola,Mexico,NA,NA,NA,NA,NA,NA,NA
1344,5010,Eastern Meadowlark,Passeriformes,Icteridae,Sturnella,magna,90.3,NA,f,lilianae,NA,NA,NA,NA,NA,NA,NA,NA
1344,5010,Eastern Meadowlark,Passeriformes,Icteridae,Sturnella,magna,98.3,NA,m,alticola,Mexico,NA,NA,NA,NA,NA,NA,NA
1344,5010,Eastern Meadowlark,Passeriformes,Icteridae,Sturnella,magna,102,11.2,m,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1344,5010,Eastern Meadowlark,Passeriformes,Icteridae,Sturnella,magna,112,NA,m,lilianae,NA,NA,NA,NA,NA,NA,NA,NA
1345,5011,Western Meadowlark,Passeriformes,Icteridae,Sturnella,neglecta,89.4,NA,f,NA,"Great Plains, USA",NA,NA,NA,NA,NA,NA,NA
1345,5011,Western Meadowlark,Passeriformes,Icteridae,Sturnella,neglecta,112,NA,m,NA,"Great Plains, USA",NA,NA,NA,NA,NA,NA,NA
1354,5060,Orchard Oriole,Passeriformes,Icteridae,Icterus,spurius,19,NA,m,fuertesi,Mexico,NA,NA,NA,NA,NA,NA,NA
1354,5060,Orchard Oriole,Passeriformes,Icteridae,Icterus,spurius,19.9,NA,NA,NA,"Nebraska, USA",NA,NA,NA,NA,NA,NA,NA
1355,5050,Hooded Oriole,Passeriformes,Icteridae,Icterus,cucullatus,24.3,2,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1359,5080,Bullock's Oriole,Passeriformes,Icteridae,Icterus,bullockii,37.9,NA,NA,NA,"Oklahoma, USA",NA,NA,NA,NA,NA,NA,NA
1361,5032,Spot-breasted Oriole,Passeriformes,Icteridae,Icterus,pectoralis,46.5,NA,m,NA,Western Mexico; El Salvador,NA,NA,NA,NA,NA,NA,NA
1362,5031,Altamira Oriole,Passeriformes,Icteridae,Icterus,gularis,51.5,NA,f,yucatanensis,"Yucatan, Mexico",NA,NA,NA,NA,NA,NA,NA
1362,5031,Altamira Oriole,Passeriformes,Icteridae,Icterus,gularis,59.1,NA,m,yucatanensis,"Yucatan, Mexico",NA,NA,NA,NA,NA,NA,NA
1363,5030,Audubon's Oriole,Passeriformes,Icteridae,Icterus,graduacauda,42.2,4.9,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA
1364,5070,Baltimore Oriole,Passeriformes,Icteridae,Icterus,galbula,31.8,1.6,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1364,5070,Baltimore Oriole,Passeriformes,Icteridae,Icterus,galbula,33.9,2,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1368,5040,Scott's Oriole,Passeriformes,Icteridae,Icterus,parisorum,35.6,NA,NA,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1368,5040,Scott's Oriole,Passeriformes,Icteridae,Icterus,parisorum,37.4,2.3,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1369,4980,Red-winged Blackbird,Passeriformes,Icteridae,Agelaius,phoeniceus,39.5,2.3,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1369,4980,Red-winged Blackbird,Passeriformes,Icteridae,Agelaius,phoeniceus,65.3,3.6,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1370,5000,Tricolored Blackbird,Passeriformes,Icteridae,Agelaius,tricolor,49.2,NA,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1370,5000,Tricolored Blackbird,Passeriformes,Icteridae,Agelaius,tricolor,68.2,3.6,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1372,4961,Shiny Cowbird,Passeriformes,Icteridae,Molothrus,bonariensis,31.9,1,f,minimus,Puerto Rico,NA,NA,NA,NA,NA,NA,NA
1372,4961,Shiny Cowbird,Passeriformes,Icteridae,Molothrus,bonariensis,38.7,1.1,m,minimus,Puerto Rico,NA,NA,NA,NA,NA,NA,NA
1372,4961,Shiny Cowbird,Passeriformes,Icteridae,Molothrus,bonariensis,40,6.5,NA,NA,Dominican Republic,NA,NA,NA,NA,NA,NA,NA
1372,4961,Shiny Cowbird,Passeriformes,Icteridae,Molothrus,bonariensis,44.9,4.3,f,bonariensis,Argentina,NA,NA,NA,NA,NA,NA,NA
1372,4961,Shiny Cowbird,Passeriformes,Icteridae,Molothrus,bonariensis,55.5,7.6,m,bonariensis,Argentina,NA,NA,NA,NA,NA,NA,NA
1373,4960,Bronzed Cowbird,Passeriformes,Icteridae,Molothrus,aeneus,56.9,5.1,f,aeneus,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1373,4960,Bronzed Cowbird,Passeriformes,Icteridae,Molothrus,aeneus,68.9,4.2,m,aeneus,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1374,4950,Brown-headed Cowbird,Passeriformes,Icteridae,Molothrus,ater,32,3.8,f,obscurus,"California, USA",NA,NA,NA,NA,NA,NA,NA
1374,4950,Brown-headed Cowbird,Passeriformes,Icteridae,Molothrus,ater,37.6,3.6,f,artemisiae,"California, USA",NA,NA,NA,NA,NA,NA,NA
1374,4950,Brown-headed Cowbird,Passeriformes,Icteridae,Molothrus,ater,38.1,2.5,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1374,4950,Brown-headed Cowbird,Passeriformes,Icteridae,Molothrus,ater,40.2,3.4,m,obscurus,"California, USA",NA,NA,NA,NA,NA,NA,NA
1374,4950,Brown-headed Cowbird,Passeriformes,Icteridae,Molothrus,ater,47.5,3.7,m,artemisiae,"California, USA",NA,NA,NA,NA,NA,NA,NA
1374,4950,Brown-headed Cowbird,Passeriformes,Icteridae,Molothrus,ater,48.7,2.6,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1378,5090,Rusty Blackbird,Passeriformes,Icteridae,Euphagus,carolinus,55.2,3.6,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1378,5090,Rusty Blackbird,Passeriformes,Icteridae,Euphagus,carolinus,64.3,2.4,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1379,5100,Brewer's Blackbird,Passeriformes,Icteridae,Euphagus,cyanocephalus,58.1,4.9,f,NA,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA
1379,5100,Brewer's Blackbird,Passeriformes,Icteridae,Euphagus,cyanocephalus,67.2,3.2,m,NA,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA
1380,5110,Common Grackle,Passeriformes,Icteridae,Quiscalus,quiscula,92.2,7.3,f,NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA
1380,5110,Common Grackle,Passeriformes,Icteridae,Quiscalus,quiscula,120,7.1,m,NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA
1381,5130,Boat-tailed Grackle,Passeriformes,Icteridae,Quiscalus,major,111,8.9,f,NA,"South Carolina, USA",NA,NA,NA,NA,NA,NA,NA
1381,5130,Boat-tailed Grackle,Passeriformes,Icteridae,Quiscalus,major,206,14.3,m,NA,"South Carolina, USA",NA,NA,NA,NA,NA,NA,NA
1382,5120,Great-tailed Grackle,Passeriformes,Icteridae,Quiscalus,mexicanus,116,9.1,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382,5120,Great-tailed Grackle,Passeriformes,Icteridae,Quiscalus,mexicanus,222,18.5,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,6740,Ovenbird,Passeriformes,Parulidae,Seiurus,aurocapilla,18.8,1.2,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1385,6390,Worm-eating Warbler,Passeriformes,Parulidae,Helmitheros,vermivorum,13.2,0.7,m,NA,"Connecticut, USA",NA,NA,NA,NA,NA,NA,NA
1385,6390,Worm-eating Warbler,Passeriformes,Parulidae,Helmitheros,vermivorum,15.2,2.2,f,NA,"Connecticut, USA",NA,NA,NA,NA,NA,NA,NA
1386,6760,Louisiana Waterthrush,Passeriformes,Parulidae,Parkesia,motacilla,19.9,NA,NA,NA,"Pennsylvania, USA",1,Seiurus motacilla,NA,NA,NA,NA,NA
1387,6750,Northern Waterthrush,Passeriformes,Parulidae,Parkesia,noveboracensis,16.3,1.1,NA,NA,"Pennsylvania, USA",1,Seiurus noveboracensis,NA,NA,NA,NA,NA
1388,6420,Golden-winged Warbler,Passeriformes,Parulidae,Vermivora,chrysoptera,8.6,0.6,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1388,6420,Golden-winged Warbler,Passeriformes,Parulidae,Vermivora,chrysoptera,8.9,0.7,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1389,NA,Blue-winged Warbler,Passeriformes,Parulidae,Vermivora,pinus,8.9,NA,NA,NA,"West Virginia, USA",NA,NA,NA,NA,NA,NA,NA
1389,6410,Blue-winged Warbler,Passeriformes,Parulidae,Vermivora,cyanoptera,NA,NA,NA,NA,NA,1,Vermivora pinus,1,Vermivora,pinus,NA,Pinus changed to cynaoptera in 2010
1392,6360,Black-and-white Warbler,Passeriformes,Parulidae,Mniotilta,varia,10.9,NA,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1393,6370,Prothonotary Warbler,Passeriformes,Parulidae,Protonotaria,citrea,14.3,0.1,NA,NA,"Tennessee, USA",NA,NA,NA,NA,NA,NA,NA
1394,6380,Swainson's Warbler,Passeriformes,Parulidae,Limnothlypis,swainsonii,18.9,1.7,NA,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1396,6470,Tennessee Warbler,Passeriformes,Parulidae,Oreothlypis,peregrina,8.9,1.1,NA,NA,El Salvador,1,Vermivora peregrina,NA,NA,NA,NA,NA
1397,6460,Orange-crowned Warbler,Passeriformes,Parulidae,Oreothlypis,celata,9,0.8,NA,NA,"California, USA",1,Vermivora celata,NA,NA,NA,NA,NA
1397,6460,Orange-crowned Warbler,Passeriformes,Parulidae,Oreothlypis,celata,9.4,0.8,NA,sordida,"Channel Is., California, USA",1,Vermivora celata sordida,NA,NA,NA,NA,NA
1399,6430,Lucy's Warbler,Passeriformes,Parulidae,Oreothlypis,luciae,6.6,0.5,NA,NA,"Arizona, USA",1,Vermivora luciae,NA,NA,NA,NA,NA
